,情感分析结果,评价倾向,正文内容,标签
253,0.0022085461452193,负向,刘鑫作为检方证人，检方的案件还原是根据刘鑫说法还原的，检查方要求20年，实际判20年，说明日本法院完全认同刘鑫的说法，城阳区法院这是强行推反日本法院的说法？城阳区法院又如何做到相隔千里比当地的法院还了解案情？,1
254,0.8680137994368022,正向,阿姨直播的时候你们可得多多打赏，毕竟人家经常倾家荡产呢[嘻嘻],0
255,0.6303157788532397,正向,公平公正  点赞,0
256,0.3184558903641494,负向,我就问一句，证据呢？,1
257,0.0721931010140354,负向,看来烫手的山芋不烤糊不会罢休。唉……！,1
258,0.9704129795212694,正向,挺好，可惜怎么没判刑，虽然不是她杀的，但她也是间接凶手！,0
259,0.0313373236841091,负向,赔的太少了,1
260,0.9866754627999996,正向,公平和正义，不仅仅要在书上得到体现，更重要是在每个个案中，得到回响。,0
262,0.7394196274933198,正向,站在妈妈的立场，这处罚轻了,0
263,0.6734581381002422,正向,便宜她了罚这么点,0
265,0.901160236320631,正向,刘鑫将江歌阻挡门外是个什么说法？江和陈已经发生争执了阻挡的不是陈吗？,0
266,0.9999966339987584,正向,所以是舆论战胜了法律[微笑]，而带头网暴的就是你 @城阳区法院，法官判案带着偏见，人肉网暴，让全社会攻击别人全家社死合法吗？[微笑]请回答我们的问题@城阳区法院 @钱江晚报 @西部决策 ，,0
267,0.0027019240721992,负向,@城阳区法院 @人民日报 @极目新闻 ，请问江女士一次又一次利用女儿的死，骗取大众同情心，炒作，还发起网络暴力让刘鑫这个懦弱自私的女人全家被网暴人肉咒骂，社死，我见过穷凶极恶的杀人犯也没这种待遇，她跟网友的这种行为合法吗？现在又利用网友同情心开网店赚钱,1
268,0.9978633406500904,正向,人肉网暴，让全社会攻击别人全家社死合法吗？[微笑]请回答我们的问题@城阳区法院 @钱江晚报 @西部决策 ，,0
269,0.0006121115094498,负向,@城阳区法院 ，请问江女士一次又一次利用女儿的死，骗取大众同情心，炒作，还发起网络暴力让刘鑫这个懦弱自私的女人全家被网暴人肉咒骂，社死，我见过穷凶极恶的杀人犯也没这种待遇，她跟网友的这种行为合法吗？现在又利用网友同情心开网店赚钱，请回答我的问题[微笑][微笑][微笑]你代表的是什么正义,1
272,0.9031622396170436,正向,舆论操纵法治，法官是真的病了,0
273,0.6429335818357289,正向,法治的耻辱,0
274,0.3286747439866032,负向,为什么没有罪行？只有罚款？？？？？,1
275,0.8490188561102421,正向,这种恶人 法律制裁不了 也会有报应,0
276,0.0790615081764866,负向,刘鑫被网暴法院怎么视而不见？江歌妈妈被刺激就是刘鑫的过错，不是江歌妈妈先网暴刘鑫全家刘鑫会出来反抗吗？,1
277,0.9613909822923822,正向,人民的好法官，感谢您,0
278,0.9510987523318328,正向,终于胜诉[good],0
279,0.0001680426031698,负向,刘鑫是知道陈世峰要杀人的情况下阻止江歌报警还是不知情的情况下劝阻江歌报警的？请按日本判决说实话。,1
280,0.8750698411761869,正向,如果能按江妈妈的标准赔付，网友们就不会说少了，绝对会力挺城阳法院，不过算是证明了事件刘鑫有罪，这一点谢谢😜法院[心],0
281,0.3417550252485626,负向,有温度的判决,1
282,0.9999875707716084,正向,6年江妈太难了。感谢正义的黄律师[心][心][心][心][心][鲜花][鲜花][鲜花][鲜花][鲜花][鲜花][鲜花][鲜花][鲜花],0
283,0.957233961798406,正向,谢谢嵇焕飞审判长！判词看得我热泪盈眶！,0
284,0.9998796610080684,正向,[赞][赞][赞][赞],0
285,0.9979012724846754,正向,这位母亲很坚强,0
286,0.7629419877889875,正向,看来现在只能众筹一个厉害的大师诅咒她了,0
287,0.682435058550576,正向,刘鑫这种人看见走远点[微笑],0
288,0.9157355843855955,正向,这要是在古代，万人血书求重判刘鑫！！！判轻了。,0
290,0.0437317346850838,负向,判决结束 有人要直播赚钱 问网友支不支持 我就想知道你们法院的打算在直播时打赏多少,1
291,0.8429413336399085,正向,大家有主意帮陈世峰减刑早点放出来么，冤有头债有主出来祝福尽快找到刘，该干啥干啥[doge],0
292,0.6435113962925489,正向,真·新葫芦僧乱判葫芦案。,0
295,0.9997247103794228,正向,法律层面确实无法惩罚刘鑫（刘暖曦）了 现在应该做的是从道德层面上极力谴责她，包括但不限于网络暴力 ,0
296,0.0198635121131247,负向,这种人也有脸出国？丢人，起码应该赔100万,1
297,0.0029578640884313,负向,另外我想问一下，刘鑫为什么能够轻易改名为刘暖曦，是谁为她更改的姓名？,1
298,0.9833110789349964,正向,正义彰显,0
299,0.9999999986632092,正向,对于江歌案的宣判结果，我非常认同江歌母亲的话：“惩罚不到位，正义不达标。”一条人命60多万，还不够为起诉刘暖曦（曾用名：刘鑫）所花费的开销。对于像刘暖曦（刘鑫）这种道德底线沦丧，不知悔改，忘恩负义，恩将仇报的小人，如果处理不得当，惩罚不到位，那毁坏的便是人类社会的道德根基。,0
300,0.7648725212464591,正向,[心],0
301,0.9219676714634674,正向,多少不重要了，多少都买不回一个年轻的生命，但是正义不能缺席,0
302,0.9992745399019688,正向,判了就说明我国司法体系有进步了,0
303,0.375,负向,还是有点少,1
306,0.8088888888888889,正向,[可爱],0
309,0.736068329201049,正向,罪有应得,0
310,0.6317853705682674,正向,判的好,0
312,0.9999544213275292,正向,希望好人在天之灵保佑自己的妈妈余生幸福快乐,0
313,0.9831154901697404,正向,倘若某人也提着几十斤证据和女儿的遗书（社死也是个死。）走上法庭状告某人（有一万种办法让某某在这个世界上灰飞烟灭！！）和创造证据的某律师，…面对这因果很明确的案例，法院会如何判？该如何判？循例判案？真难，真纠结！审判官何去何从？良心的拷问远重于一纸判词。道德立案的后遗症会慢慢显现。,0
315,0.9629058590660308,正向,可惜不能判刑 江妈妈加油,0
316,0.9741359969460868,正向,倘若……倘若某人也提着几十斤证据和女儿的遗书（其实社死也是个死。）走上法庭状告某人和创造证据的某律师，……面对这因果很明确的案例，法院会如何判？该如何判？循例判案？真难，真纠结！审判官何去何从？良心的拷问远重于一纸判词。道德立案的后遗症会慢慢显现。,0
317,0.3896903291880992,负向,冤枉，江妈就是博眼球！,1
318,0.1979251912006863,负向,60多万,1
319,0.1128017930348193,负向,刘暖曦不死天理难容,1
320,0.9557662906845336,正向,间接杀人。,0
321,0.2893936397763768,负向,太少了！,1
322,0.6153846153846156,正向,来转转,0
323,0.6920304448706978,正向,远声正道 公道天成,0
324,0.9178743961352656,正向,[赞],0
327,0.2893936397763768,负向,太少了,1
330,0.0241853496991699,负向,太少了，搞她们一家人失信人员让他们不得好过[怒],1
331,0.642337842311491,正向,时隔多年再看到刘鑫这个蛆还是恶心得不行，事后的所作所为真的震碎三观！真的不敢相信江歌妈妈这么多年怎么熬过来的……,0
332,1.5965908697346265e-05,负向,真的是好心得不到好报！从违法合居到拒绝报警到未共享情报再到绝情关门，步步错，最后还不诚恳道歉还搞啥舆论？真垃圾,1
333,0.9999641810861972,正向,你这案子判的太好了！一定会被写进中国历史，真正教科书一般！至少在我的认知里，这个案子判的开了中国法律先河。加油！有你们这样的法院，中国的冤案一定会被清零。@城阳区法院,0
334,0.6911764705882352,正向,感谢你们！,0
335,0.6499999999999999,正向,…………,0
336,0.6558628208940429,正向,好,0
337,0.8927161952559571,正向,正义迟到了，这个钱真的太少了！,0
338,0.8571428571428571,正向,终究是有个结果了,0
340,0.5974341574509738,正向,我觉得这回啊，你们法院写的这个判决书还挺好，挺有水平的,0
341,0.9803921568627452,正向,[悲伤],0
344,0.6035481157224664,正向,太轻了,0
345,0.9178743961352656,正向,[赞],0
346,0.8594861933813585,正向,@陪阿喜长大 属实不易[单身狗],0
347,0.7499999999999999,正向,[围观],0
348,0.9838949399780302,正向,【江秋莲诉刘暖曦生命权纠纷案一审宣判】,0
349,0.1293677357318784,负向,应该要判做牢的，判的太少了,1
350,0.999230901838039,正向,@刘刘刘刘紫薇vv_,0
352,0.3838823042237029,负向,唉，这么年了，等到这个结果不容易,1
354,0.9937782838456222,正向,尊重生命，敬畏生命,0
355,0.7977039822711626,正向,希望江妈妈能好好的[作揖],0
356,0.7297953905324696,正向,法官威武,0
357,0.9210526315789476,正向,[思考],0
358,0.974950179923364,正向,[话筒]//@桃子小啊然:赔多少钱也不能还人家一个完整的女儿了 生命是无价的啊,0
359,0.9178743961352656,正向,[赞],0
360,0.954382233794438,正向,也算给江歌妈妈一点慰藉！,0
362,0.736068329201049,正向,罪有应得,0
364,0.9999453805901414,正向,为嵇焕飞审判长的正义宣判点赞[赞][赞]，我们为前几天对嵇审判长的误会和出言不逊表达诚恳的歉意。[鲜花],0
365,0.3693910911319984,负向,不多,1
366,0.0410693958654038,负向,才69万就没了？刘鑫不给关个几年？？？？,1
367,0.9997030518072948,正向,为城阳法院点赞，扶危济困惩恶扬善，司法裁判应当守住社会道德的底线。,0
368,0.8193027221150314,正向,真的辛苦了，很不容易,0
369,0.9998152995620064,正向,同情刘鑫的人我就搞不懂了 江歌妈妈为什么两年多才起诉 她女儿替刘鑫死了 刘鑫改了名字潇洒的活着 她不应该替江歌照顾她的母亲吗 还发各种刺激的信息 本来就是她错了挨打挨骂都应该受着 毕竟自己的命是用别人的命换来的,0
370,0.999999378498697,正向,感谢城阳区法院，感谢主审法官和合议庭的成员，能做出这个赔偿金额的判决实属不易，能判赔20万精神补偿金真的相当少见，虽然大家都觉得太少，但从司法实践来看，这已经是巨大的跨越和突破了，感谢你们秉持公心，惩恶扬善，给江歌和江妈妈一个公道。,0
371,0.7807853282714695,正向,@城阳区法院 会被钉历史的耻辱柱上的💩,0
372,0.875945267468721,正向,江歌妈妈要的只是一个公正的说法罢了[伤心]多少钱也换不回自己女儿的生命[伤心],0
373,0.0006501474518412,负向,有些蛆真晦气啊，她不报警还锁门，这也能洗？,1
374,0.924835178396175,正向,法官辛苦了！,0
375,0.995724278514491,正向,看了央视你们庭审视频细节，给江歌一个说法，让刘鑫一众人丑恶嘴脸暴露！,0
376,0.19606534890294,负向,太少了 一条人命值69万？对方还不用坐牢,1
377,0.9970389339338516,正向,法律之外 所判得来不易。道德之内 所判责之过轻。,0
378,0.1918502530510696,负向,为什么不判刑？？！！！,1
379,0.9373296087970197,正向,正义会迟到，但不会缺席,0
380,0.9985686903286272,正向,黄泉渐枯，生死幽隔，公判之外，其他人不可置喙。,0
381,0.9418608178800092,正向,真的不知道是怎么样的人才会在帮自己的人去世后还对其唯一的母亲恶言相向 希望江母拿到合理的赔偿金,0
382,0.996641169879851,正向,民事法庭推翻刑事案件 绝了,0
383,0.965403163858993,正向,[中国赞],0
384,0.6395253278337143,正向,便宜刘鑫了,0
385,0.999740154866017,正向,判决书写的还是很不错的，钱多钱少已经不重要了，重要的是在法律上刘鑫这种行为也是要付出代价的！江歌的善良才是社会要大力弘扬的，不能被践踏！,0
